UID,PID,title,speaker,date,categories,text,keyword_binary,relevance_1,sentiment_1,confidence_1,notes_1,relevance_2,sentiment_2,confidence_2,notes_2
321,321_12,Remarks in Phoenix at the 50th Anniversary Dinner Honoring Senator Hayden.,John F. Kennedy,"November 17, 1961","Miscellaneous, Miscellaneous Remarks, Presidential","Other countries look to their own interests. Only. the United States has obligations which stretch ten thousand miles across the Pacific, and three or four thousand miles across the Atlantic, and thousands of miles to the south. Only the United States--and we are only 6 percent of the world's population-bears this kind of burden.",0,-,-,-,-,0,-,H,-
321,321_13,Remarks in Phoenix at the 50th Anniversary Dinner Honoring Senator Hayden.,John F. Kennedy,"November 17, 1961","Miscellaneous, Miscellaneous Remarks, Presidential","And as an American, it is a source of satisfaction to me, looking back over 50 years of service, that the people of this frontier State had the good judgment to put their stamp of approval on him, and year after year have given it to him again.",0,-,-,-,-,0,-,H,-
321,321_14,Remarks in Phoenix at the 50th Anniversary Dinner Honoring Senator Hayden.,John F. Kennedy,"November 17, 1961","Miscellaneous, Miscellaneous Remarks, Presidential","Senator, as one who loves our country, it is a source of pride to me that Arizona and you are so happily matched.",0,-,-,-,-,0,-,H,-
321,321_15,Remarks in Phoenix at the 50th Anniversary Dinner Honoring Senator Hayden.,John F. Kennedy,"November 17, 1961","Miscellaneous, Miscellaneous Remarks, Presidential",Thank you.,0,-,-,-,-,0,-,H,-
364,364_1,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","THE PRESIDENT [in reply to a question concerning the pact of Nassau and the problems lacing him in connection with it]. Well, I think it would seem to me that if anybody bothered to read the pact in detail--we made several offers to the British. First, the British position on it has been, I know, somewhat critical. In the first place, we did offer the Skybolt. We offered a 50-50 split in finishing the Skybolt, even though we, ourselves, weren't going to buy any, and the British could have bought them. So I don't think it can be charged that the United States was in any way attempting to make a political decision rather than a technical one.",0,-,-,-,-,0,-,H,-
364,364_2,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","The fact is this administration put a lot of money into Skybolt. We increased the funds substantially after 1961 in an effort to finish it successfully. We speeded up the program. As I say, at Nassau we offered to go 50-50 in completing the research even though we were not going to buy it, so that the British would not lack its own deterrent if it chose to exercise that option. So that was one of the choices.",0,-,-,-,-,0,-,H,-
364,364_3,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","The other was, of course, the Hound Dog, which presented technical problems for the British, and the third was the Polaris. I think that the British selected the Polaris option, first, because of the technical problems connected with Skybolt and, secondly, because Polaris offers a hope of being an effective deterrent for a much longer period than Skybolt, through the seventies.",0,-,-,-,-,0,-,H,-
364,364_4,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","In addition, I do find it peculiar that these people who say that we are trying to phase out the manned bombers and have an over-reliance on missiles, when the Skybolt is the most complicated missile of them all--to read that point of view, you would think that Skybolt was a gravity bomb rather than a missile which is going to fly itself from a movable base 1,000 miles. So Skybolt is the top of the art of missilery.",0,-,-,-,-,0,-,H,-
364,364_5,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","You are almost going around a full circle to use the Skybolt. What you are joining together is a weapon which time is dealing some blows to, which is the bomber, and you are joining the most sophisticated missile and putting them together.",0,-,-,-,-,0,-,H,-
364,364_6,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","It seemed to us with our other alternatives we were better off to put our money some place else. But in any case, I felt that the offer we made to the British was in keeping with both our technical and moral obligations to them, and I think that the arrangement we made was in the best interest of the United States, Britain, and the alliance, because the British will have their deterrent. It will be independent in moments of great national peril, which is really the only time you consider using nuclear weapons anyway. It will serve as a basis for a multinational force or multilateral force.",0,-,-,-,-,0,-,H,-
364,364_7,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential",It may be that that will not develop. There are technical problems connected with it ....,0,-,-,-,-,0,-,H,-
364,364_8,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","Our whole policy has been against the diversion of resources towards independent national deterrents. We think it doesn't make strategic sense, and we think it really would cost the Europeans a great deal of money.",0,-,-,-,-,0,-,H,-
364,364_9,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","We have been putting in, as has been said before--we are spending perhaps $15 billion this year for our nuclear deterrent, which is as much as the budget of all of Europe combined for all its forces. To begin to have these national deterrents which will amount to a fraction of our deterrent really seems to me to be a waste of resources and to take resources away from the buildup of other forces which I think are more vitally needed.",0,-,-,-,-,0,-,H,-
364,364_10,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","So we have the problem of whether--on the other hand, there is the desire of Europe for a European deterrent or greater control over the deterrent. The question really would be whether a deterrent composed of a multinational force made up of the British, the Americans, and French elements, whether they would satisfy the desires of other Europeans to have a greater control over the use of nuclear weapons.",0,-,-,-,-,0,-,H,-
364,364_11,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","We have proposed to satisfy the others, the multilateral force, or multilateral elements of this force. This is a matter of concern, of course, to several other countries in Europe beside France. I think this is one of the great problems of the alliance in 1963, whether the alliance will begin to fragment into national deterrents which will cost great sums of money, and cause political and strategic imbalances, or whether it will be 'possible for us to work out some arrangements which will give Europe a greater degree and feeling of security.",0,-,-,-,-,0,-,H,-
364,364_12,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","There is always the argument in Europe that the United States might leave Europe, which is, of course, in my opinion, fallacious, because the United States can never leave Europe. We are too much bound together. If we left Europe, Europe would be more exposed to the Communists. It is just that until the United States is ready to give up its struggle, we are not going to leave Europe. So we are not going to leave Europe.",0,-,-,-,-,0,-,H,-
364,364_13,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","But, nevertheless, there are those who argue that we are going to leave Europe, or that this complete control over the nuclear weapons gives the United States too great a voice in the destiny of Europe. Therefore, we are attempting to lessen that feeling of overdependence by this multinational proposal and the root of it is the Nassau agreement, or the seed of it. Whether it is going to flower or not, we ought to be able to tell in 1963. It will depend partly, as I say, on the political decisions, the technical decisions, of the French and ourselves.",0,-,-,-,-,0,-,H,-
364,364_14,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","This isn't just a French problem, but it is our own and the British, and also the response of the other members of NATO. In order to provide greater cohesion in the alliance, we don't want to have a situation develop which provides less cohesion.",1,0,-,H,"Kennedy is talking about an agreement, not about contributions",0,-,H,-
364,364_15,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","I would say it will take a good many weeks, possibly months, to work this out. It isn't something that the French or anyone else can give an answer to of yes or no.",0,-,-,-,-,0,-,H,-
364,364_16,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","Q. Sir, can you foresee any situation in which that phrase """"in the supreme national interest"""" might have any practical application, or why it was included in the pact?",0,-,-,-,-,NP,-,-,-
364,364_17,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","THE PRESIDENT. Because I don't think the British wanted to put the kind of investment we are talking about into the development of Polaris, which would cost them a good deal of money, unless they felt there might come an occasion, conceivably, where the British would be alone and would need this force. They wanted to feel free to have it. It is difficult to conceive of such a situation. I suppose they might argue that Suez might have been isolated, although as a practical matter I don't think they were then, in the nuclear sense, but they might if they were threatened with a bombardment of their island. They might feel they wanted to have the capacity to respond, or at least say they had the capacity, and if there was an attack, to respond.",0,-,-,-,-,0,-,L,"Good deal of money could be referring to contributions, but it's too vague to count as relevant"
364,364_18,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","We hope the situation will not come where they are isolated that way again. But I think they are conscious of that history. That doesn't mean where they threatened to use nuclear weapons against Nasser, but where they were threatened with a nuclear attack by the Soviets, they might not have felt they had sufficient means to respond. This is when there was a division in the alliance. So I think that is probably in their minds.",0,-,-,-,-,0,-,H,-
364,364_19,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","Q. It being a political problem in Britain, Mr. President, that they have an independent nuclear deterrent, was that phrase kind of-- not a symbolic bow to that problem that they have at home?",0,-,-,-,-,NP,-,-,-
364,364_20,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","THE PRESIDENT. It was not merely symbolic. It was a recognition. I think probably the interest of any nation, if they are going to put that much of an effort into it, every nation is conscious that there may be a moment when it is isolated and when its national interests are involved.",0,-,-,-,-,0,-,H,-
364,364_21,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","The British have had several of those experiences. They had them certainly at the beginning of the second war. So I think the concept of their having to be alone is rather a strong one in the British. Yet to operate in the case of Cuba, we had the support of the alliance. We might have had a situation where we didn't. I think we would probably want to feel that after due notice, we had some control over these weapons ....",0,-,-,-,-,0,-,H,-
364,364_22,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","Q. Mr. President, this may be over-generalizing, or oversimplifying, but a few things in recent months, like Cuba, the job at Nassau, the mention of the Congo, have given me the impression that you are moving in asserting a more positive leadership for the United States in this alliance and in the world, having in mind what you said in the television interview about how we have been financing the thing all along. Are you conscious of such a deliberate effort to move into more positive assertions?",0,-,-,-,-,NP,-,-,-
364,364_23,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","THE PRESIDENT. Well, I think we are more aware, probably, that we are going to incur at intervals people's displeasure. This is sort of a revolving cycle. At least I think the United States ought to be more aware of it, and I think too often in the past we have defined our leadership as an attempt to be rather well regarded in all these countries. The fact is, you can't possibly carry out any policy without causing major friction's . . . The Congo is so difficult that no one can predict what the results will be, but at least we have been following a policy somewhat different from that of Great Britain, and somewhat different from other countries, in giving the United Nations more direct support. Obviously, there are elements in Europe which have opposed that policy. We have a similar problem in the case of India and Pakistan, where we believe that the defense of the subcontinent can only be assured by reconciliation between these countries, but obviously both of them get dissatisfied with us because either the negotiations don't proceed fast enough in the case of Pakistan, or India feels that the United States is attempting to put too much influence into a settlement.",0,-,-,-,-,0,-,H,-
364,364_24,Partial Transcript of a Background Press Interview at Palm Beach.,John F. Kennedy,"December 31, 1962","Press, Interviews, Presidential","So I think what we have to do is to be ready to accept a good deal more expressions of newspaper and governmental opposition to the United States in order to get something done than we have perhaps been willing to do in the past. I don't expect that the United States will be more beloved, but I would hope that we could get more done.",0,-,-,-,-,0,-,H,-
438,438_1,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","Mr. Piper, my friends, and your extremely valuable Senator, Tom McIntyre; your most distinguished and able Governor, John King; two brilliant young leaders, Ollie Huot and Charles Officer; State Chairman Murray Devine; and my fellow Americans:",0,-,-,-,-,0,-,H,-
438,438_2,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","First of all, I want to apologize to you, and then I want to say thank you very much. For you to know how I feel, you would have to trade places with me. But I came in the White House late last night from across the Nation, and I left early this morning for this wonderful section called New England. And it was from New England that all of us came. All of us have a little New England in us.",0,-,-,-,-,0,-,H,-
438,438_3,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","So I wanted to come here and see your people, exchange views with them, tell them what I stood for, and ask them to help me in the job that I am trying so hard to do. And I have one more engagement after this one this evening.",0,-,-,-,-,0,-,H,-
438,438_4,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","For some reason or other, we have been about 3 hours behind all day. I regret that. I wish there was something I could do about it. I don't want to ask people to wait on me. But I must admit in candor and frankness that I would rather be 3 hours late because people wanted to see me than to be 3 hours early because there was nobody there.",0,-,-,-,-,0,-,H,-
438,438_5,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","Now that I have told you how sorry we are that we are late, I want to introduce you to my sweetheart--Lady Bird.",0,-,-,-,-,0,-,H,-
438,438_6,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential",[At this point Mrs. Johnson spoke briefly. The President then resumed speaking.],0,-,-,-,-,NP,-,-,-
438,438_7,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential",It was 4 years ago that John F. Kennedy came here to Manchester. He answered questions that people from all parts of the Nation had asked him during the campaign.,0,-,-,-,-,0,-,H,-
438,438_8,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","From Portland, Oreg., he was asked, """"How can you be sure that we will have peace?"""" And he answered, if you will remember, """"We have to work at peace . . . the way to maintain peace is to maintain our strength, to speak quietly, to identify ourselves with the cause of other people, to make it very clear to the Communists that we do not want war, that we are going to be firm, that we are building in this country a strong and a vital society.""""",0,-,-,-,-,0,-,H,-
438,438_9,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","Well, that policy--strength and firmness matched to restraint and patience--has been the basic foreign policy of every American President, the basic foreign policy of both political parties for the past 20 years. Our hand has always been out, but our guard has always been up.",0,-,-,-,-,0,-,H,-
438,438_10,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","President Truman said, """"Peace requires as much moral stamina as waging a war .... It requires undying patience and continuous application.""""",0,-,-,-,-,0,-,H,-
438,438_11,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","President Dwight Eisenhower said, """"The path for America must be cooperation . . . as together we continue the search for peace, a search in which we shall persevere without tiring or without ceasing, . . .""""",0,-,-,-,-,0,-,H,-
438,438_12,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","Call the roll of Americans who have shaped the world policy of the United States in your lifetime: Truman and Eisenhower and Kennedy, Acheson and John Foster Dulles, Arthur Vandenberg and Walter George, Warren Austin and Henry Cabot Lodge. These were men of every party, and I am proud to say of every section.",0,-,-,-,-,0,-,H,-
438,438_13,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","Everyone agreed on the great shaping principles of America's foreign policy. Together they offered the Biblical prayer, """"Peace be to this house."""" For them the house of peace was the entire world.",0,-,-,-,-,0,-,H,-
438,438_14,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","And this is the same course that your Government is following tonight. And, God willing, it is the course that we shall continue to follow as long as I am your President.",0,-,-,-,-,0,-,H,-
438,438_15,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","Much has happened in the past 20 years. But through change after change, and crisis after crisis, and convulsion after convulsion, we have worked to build the four great pillars of policy on which the house of peace must rest.",0,-,-,-,-,0,-,H,-
438,438_16,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","First is the effort to persuade our adversaries that any attack upon us would immediately bring their own destruction. For this reason we have built the most powerful military force in the history of the world, and in the last 4 years you have spent $40 billion more than you would have spent had the spending of the last Eisenhower year for military and space continued. In other words, Mr. Kennedy has spent an average of $10 billion a year more on military preparedness and space than we were spending the last year of Mr. Eisenhower's administration, 1960.",0,-,-,-,-,0,-,H,-
438,438_17,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","Now, what has come from that? Tonight we have more than twice as many bombers that can be put over our adversaries' land than they can put over ours. Tonight we have more than twice as many intercontinental ballistic missiles that we can put over their land than they can put over ours.",0,-,-,-,-,0,-,H,-
438,438_18,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential",We know that nobody can escape a hurricane simply by being in favor of good weather. Our strength is our surest shelter against war.,0,-,-,-,-,0,-,H,-
438,438_19,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","But don't get the idea that strength alone will deter an aggressor. Our adversaries must also be convinced that we have the will and the determination, and we maintain and intend to at all times in all places defend all American interests. We do not rattle our rockets and we don't throw our bombs around lightly. But we have never given them cause to doubt that America has the will.",0,-,-,-,-,0,-,H,-
438,438_20,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential","In Greece and Turkey, and in Korea, President Truman halted Communist aggression.",0,-,-,-,-,0,-,H,-
438,438_21,Remarks in Manchester to the Members of the New Hampshire Weekly Newspaper Editors Association.,Lyndon B. Johnson,"September 28, 1964","Miscellaneous, Miscellaneous Remarks, Presidential",In the Formosa straits President Eisenhower halted Communist aggression.,0,-,-,-,-,0,-,H,-
