"UID","PID","title","speaker","date","categories","text","keyword_binary","relevance","sentiment","confidence","notes"
1137,"1137_11","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","0. Greek Prime Minister Papandreou has been hostile to NATO. Do you think it is secure to keep U.S. bases in Greece under the circumstances, or do you intend to move them to Turkey?",1,"-","-","-","-"
1137,"1137_12","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. The United States maintains its longstanding security relationship with Greece within the NATO partnership. We believe that U.S. bases in Greece are of value to Greece, the U.S., and NATO. That is why we negotiated a bilateral defense and economic cooperation agreement, and we continue to maintain this view.",1,"-","-","-","-"
1137,"1137_13","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Terrorism",0,"-","-","-","-"
1137,"1137_14","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. Turkey, like the U.S., faces constant international terrorist attacks. Armenian terrorist groups claim responsibility for Turkish victims. However, Congress is about to vote on an Armenian resolution-referring to the so-called genocide in 1915. Do you approve congressional action on such a sensitive issue?",0,"-","-","-","-"
1137,"1137_15","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. I know this is a deeply emotional issue, and I sympathize with all those who suffered during the tragic events of 1915. I also profoundly regret that Turks and Armenians have so far not been able to resolve their differences. Nevertheless, there is no question regarding my opposition to terrorism. On those grounds alone, my administration opposes congressional action on the kind of resolution to which you refer. We are concerned such resolutions might inadvertently encourage or reward terrorist attacks on Turks and Turkish-Americans. We also oppose them because they could harm relations with an important ally.",0,"-","-","-","-"
1137,"1137_16","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","I hope the Turkish people understand that in our form of government the Executive can only seek to persuade the Congress and does not control congressional actions. Therefore, these resolutions, if adopted, would only express an opinion of the Congress. They would not and could not change my policy toward Turkey or my commitment to the fight against international terrorism.",0,"-","-","-","-"
1137,"1137_17","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Turkish Economy",0,"-","-","-","-"
1137,"1137_18","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. Turkey is following in the footsteps of U.S. economic policy. Liberal trade and conservative monetary policy are the basics of Turkish economic policy. Do you believe such measures should be used in developing countries? Do you think the measures are productive?",0,"-","-","-","-"
1137,"1137_19","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. Private capital working in an open market is the most effective engine of development. The success that Mr. Ozal 1 has had, so far, in reinstituting an enviable economic growth rate through his liberalization policies demonstrates that fact. The United States strongly supports Turkey's economic program and applauds the responsible and successful manner in which Turkey has addressed its international financial obligations.",0,"-","-","-","-"
1137,"1137_20","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","1 Prime Minister Turgut Ozal of Turkey.",0,"-","-","-","-"
1137,"1137_21","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. Do you see Turkey as an economic as well as strategic ally of the U.S.?",0,"-","-","-","-"
1137,"1137_22","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. A healthy, growing Turkish economy is in the best interests of Turkey and the United States, and we are encouraging the development of a strong, competitive Turkish economy. In the world of trade, countries are at the same time partners and competitors. We look forward to competing with Turkish goods and services in the world marketplace and anticipate expanding our markets in Turkey as well.",0,"-","-","-","-"
1137,"1137_23","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Middle East",0,"-","-","-","-"
1137,"1137_24","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. Since 1948 the Middle East has not been at peace. What are your plans to bring peace to the region? Would you support an international conference like that most Arab nations favor?",0,"-","-","-","-"
1137,"1137_25","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. The achievement of a just and lasting peace between Israel and all its neighbors is a major goal of the United States. We are working with the parties to achieve, as a next step, a broadening of negotiations through direct talks between Israel and Jordan with Palestinian representatives. The United States firmly believes that the only practical path to peace in the Middle East lies in direct negotiations based upon United Nations Security Council Resolutions 242 and 338.",0,"-","-","-","-"
1137,"1137_26","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","An international conference would inevitably produce extremist rhetoric and confrontation rather than serious and productive negotiation. This would not bring closer the peaceful settlement we seek.",0,"-","-","-","-"
1137,"1137_27","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","In my September 1, 1982, Middle East peace initiative, which is firmly based on Resolutions 242 and 338 and the Camp David framework, I outlined positions which the United States would support in negotiations. These positions are aimed at the achievement of an equitable settlement that would reconcile Israel's legitimate security interests and the legitimate rights of the Palestinian people. Acceptance of our proposals by other parties is not a precondition for negotiations. We would expect other parties to put forward their positions.",0,"-","-","-","-"
1137,"1137_28","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Recent developments have spurred movement toward negotiations. This momentum must be maintained and built upon. The United States will be active in that effort.",0,"-","-","-","-"
1137,"1137_29","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","U.S.-Soviet Relations and the Nuclear and Space Arms Negotiations",0,"-","-","-","-"
1137,"1137_30","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. How do you see future U.S.-Soviet relations? Are you optimistic about the Geneva talks?",0,"-","-","-","-"
1137,"1137_31","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. It is regrettable that U.S. relations with the U.S.S.R. have been difficult in recent years, but we must face the fact that events such as the brutal Soviet war against the Afghan people, the continuing Soviet military buildup far beyond legitimate defense needs, and the deteriorating human rights situation in the U.S.S.R. complicate the task of developing more satisfactory relations.",0,"-","-","-","-"
1137,"1137_32","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Although issues are complex, I am hopeful that we are at a point where we and the Soviets can make progress on the major issues. My administration will take every opportunity to broaden our dialog with the U.S.S.R. and work for mutually beneficial solutions to our problems. No one can predict what the future might hold, but I can assure you that Mr. Gorbachev and his colleagues in the Soviet leadership will find America to be a willing partner in the search for true peace. We hope that the Soviet Union is equally committed.",0,"-","-","-","-"
1137,"1137_33","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","I have no higher priority than negotiating the reduction and, eventually, the complete elimination of nuclear weapons, and I am pleased that new arms control negotiations are underway in Geneva. The issues are many and complex, and it would be unrealistic to expect quick or easy progress. Nevertheless, I am optimistic that agreement can be reached if the Soviets join us in a serious and constructive approach to the talks.",0,"-","-","-","-"
1137,"1137_34","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Strategic Defense Initiative",0,"-","-","-","-"
1137,"1137_35","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. Star Wars is the most controversial subject of our time. Is this just a project or a bargaining tool?",0,"-","-","-","-"
1137,"1137_36","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. The Strategic Defense Initiative is not an arms development program. SDI is a research effort and, as such, cannot be a bargaining tool. Its purpose is to explore the potential of newly emerging technologies to see whether we can find an effective defense against ballistic missiles, thereby strengthening deterrence and reducing the risk of war. The focus of the research is on nonnuclear technologies.",0,"-","-","-","-"
1137,"1137_37","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The 1972 antiballistic missile treaty permits research into ballistic missile defensive technologies, and both we and the Soviets recognize the impossibility of limiting research. Indeed, the Soviet Union has for many years conducted a vigorous research program in this area. In fact, over the last 20 years the Soviet Union has spent approximately as much on strategic defense as on its massive offensive programs and has engaged in activities, such as the construction of the Krasnoyarsk radar, that violate the ABM treaty.",0,"-","-","-","-"
1137,"1137_38","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","We believe it is essential that we examine the feasibility of defensive technologies which, if the research bears out, will increase the incentives for future radical reductions in offensive nuclear arms. In any case, it would be imprudent for us not to continue our research as a hedge against a possible Soviet breakthrough in defense technologies or a complete Soviet breakout from the ABM treaty.",0,"-","-","-","-"
1137,"1137_39","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Presidential Visit to Turkey",0,"-","-","-","-"
1137,"1137_40","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. During your upcoming trip to Europe, would you include Turkey in your schedule?",0,"-","-","-","-"
1137,"1137_41","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. I'm afraid there will not be sufficient time on that trip to include Turkey, and I truly regret this.",0,"-","-","-","-"
1137,"1137_42","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","U.S.-Turkey Relations",0,"-","-","-","-"
1137,"1137_43","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","Q. Mr. President, you are as famous in Turkey as in the U.S. regarding popularity and your programs and your economic success story. You are very much liked by the Turkish public. What are your thoughts on the Turkish people? Is there any message you would like to convey to them before the historic visit of the Turkish Prime Minister?",0,"-","-","-","-"
1137,"1137_44","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The President. I have always thought of the Turkish people as particularly brave and steadfast—brave certainly in the military sense, as all the world knows, but brave also in terms of the determination they have shown in stabilizing and rebuilding their economy. In this, too, they are an outstanding example to the rest of the world. It is important that Turks explain to the American people and the world their significant progress toward greater democracy, freedom, and economic growth and the additional goals they have set for themselves.",0,"-","-","-","-"
1137,"1137_45","Written Responses to Questions Submitted by Hurriyet of Turkey","Ronald Reagan","March 29, 1985","Miscellaneous, Miscellaneous Written, Presidential","The relationship between Turkey and the United States has grown during my administration , and I look forward to seeing that relationship further broadened and strengthened in the coming years. I particularly look forward to meeting your Prime Minister, about whom I have heard so much and with whom I share so many goals and opinions.",0,"-","-","-","-"
1166,"1166_1","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. May I welcome you all. It's a pleasure here, and I appreciate very much the opportunity to be able to speak, in a sense, to the people of your country. I've always believed that a lot of the ills of the world would disappear if people talked more to each each other instead of about each other. So, I look forward to this meeting and welcome your questions.",0,"-","-","-","-"
1166,"1166_2","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. Mr. President, we appreciate greatly this opportunity to ask to you, personally, questions after you kindly answered our written questions. We hope that they will be instructive and will facilitate success for your forthcoming meeting with our leader.",0,"-","-","-","-"
1166,"1166_3","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. Well, I'm looking forward to that meeting. I'm hopeful and optimistic that maybe we can make some concrete achievements there.",0,"-","-","-","-"
1166,"1166_4","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. We are planning to ask our questions in Russian. I think you don't mind.",0,"-","-","-","-"
1166,"1166_5","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. No.",0,"-","-","-","-"
1166,"1166_6","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Nuclear and Space Arms Negotiations",0,"-","-","-","-"
1166,"1166_7","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. Mr. President, we have become acquainted with the answers which you furnished to our written questions. They basically reflect the old U.S. proposals, which have been evaluated by the Soviet side as being unbalanced and one-sided in favor of the U.S. side, and you have not answered concerning the new Soviet proposal. And this reply to the new Soviet proposal is what is of greatest interest before the meeting in Geneva.",0,"-","-","-","-"
1166,"1166_8","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. When this interview is over, later this afternoon at 3 o'clock, I will be making a statement to our own press-well, to all the press—to the effect that we have been studying the Soviet proposal, and tomorrow in Geneva our team at the disarmament conference will be presenting our reply, which will be a proposal that reflects the thinking of the original proposal that we had, but also of this latest. Indeed, it will show that we are accepting some of the figures that were in this counterproposal by the Secretary General. There are some points in which we have offered compromises between some figures of theirs and some of ours, but all those figures will be available tomorrow, and I will simply be stating today that that is going to take place tomorrow in Geneva. But it is a detailed counterproposal to a counterproposal, as is proper in negotiations, that will reflect, as I say, the acceptance on our part of some of this latest proposal as well as compromises with earlier figures that we'd proposed.",0,"-","-","-","-"
1166,"1166_9","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Strategic Defense Initiative",0,"-","-","-","-"
1166,"1166_10","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. I'd like to have another question for you, Mr. President. According to a survey taken by the Washington Post and ABC on Tuesday, it was found that 74 percent of the American people, as compared to 20 percent, said that they would like the U.S. and the Soviet Union to reduce their nuclear arsenals and not to have the U.S. develop space weapons. This seems to be the choice which the American people have made. It seems clear that without stopping the development of weapons in space there can be no reduction of nuclear weapons. This is the position of the Soviet side. So, how then will you react, Mr. President, to this opinion expressed by the American public?",0,"-","-","-","-"
1166,"1166_11","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. Well, for one thing, it is based on a misconception. The use of the term Star Wars came about when one political figure in America used that to describe what it is we're researching and studying, and then our press picked it up, and it has been worldwide. We're not talking about Star Wars at all. We're talking about seeing if there isn't a defensive weapon that does not kill people, but that simply makes it impossible for nuclear missiles, once fired out of their silos, to reach their objective-to intercept those weapons.",0,"-","-","-","-"
1166,"1166_12","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Now, it is also true that—to show that this is a misconception on the part of the people when you use the wrong terms—not too long ago there was a survey taken, a poll of our people, and they asked them about Star Wars. And similar to the reaction in this poll, only about 30 percent of the people in our country favored it, and the rest didn't. But in the same poll they then described, as I have tried to describe, what it is we're researching—a strategic defensive shield that doesn't kill people, but that would allow us one day—all of us—to get rid of nuclear weapons, and over 90 percent of the American people favored our going forward with such a program.",0,"-","-","-","-"
1166,"1166_13","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Now, this is one of the things that we will discuss. We are for and have for several years now been advocating a reduction in the number of nuclear weapons. It is uncivilized on the part of all of us to be sitting here with the only deterrent to war—offensive nuclear weapons that in such numbers that both of us could threaten the other with the death and the annihilation of millions and millions of each other's people. And so that is the deterrent that is supposed to keep us from firing these missiles at each other. Wouldn't it make a lot more sense if we could find that—as there has been in history for every weapon—a defensive weapon? Weapon isn't the term to use for what we're researching. We're researching for something that could make it, as I say, virtually impossible for these missiles to reach their targets. And if we find such a thing, my proposal is that we make it available to all the world. We don't just keep it for our own advantage.",0,"-","-","-","-"
1166,"1166_14","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. Mr. President, with the situation as it stands today in the international arena, attempts to create such a space shield will inevitably lead to suspicion on the other side that the country creating such a space shield will be in a position to make a first strike. This is a type of statement whose truth is agreed to by many people. Now, it's apparent that the American people have indicated their choice, that if it comes down to a choice between the creation of such a space system and the decrease in nuclear arms, they prefer a decrease in nuclear arms. So, it seems to be a realistic evaluation on the part of the American people. And I would like to ask how the American government would react to the feelings of the American people in this regard.",0,"-","-","-","-"
1166,"1166_15","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. Well, in the first place, yes, if someone was developing such a defensive system and going to couple it with their own nuclear weapons, offensive weapons, yes, that could put them in a position where they might be more likely to dare a first strike. But your country, your government, has been working on this same kind of a plan beginning years before we ever started working on it, which, I think, would indicate that maybe we should be a little suspicious that they want it for themselves. But I have said and am prepared to say at the summit that if such a weapon is possible, and our research reveals that, then our move would be to say to all the world, """"Here, it is available."""" We won't put this weapon—or this system in place, this defensive system, until we do away with our nuclear missiles, our offensive missiles. But we will make it available to other countries, including the Soviet Union, to do the same thing.",0,"-","-","-","-"
1166,"1166_16","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Now, just whichever one of us comes up first with that defensive system, the Soviet Union or us or anyone else—what a picture if we say no one will claim a monopoly on it. And we make that offer now. It will be available for the Soviet Union as well as ourselves. And if the Soviet Union and the United States both say we will eliminate our offensive weapons, we will put in this defensive thing in case some place in the world a madman some day tries to create these weapons again—nuclear weapons-because, remember, we all know how to make them now. So, you can't do away with that information, but we would all be safe knowing that if such a madman project is ever attempted there isn't any of us that couldn't defend ourselves against it. So, I can assure you now we are not going to try and monopolize this, if such a weapon is developed, for a first-strike capability.",0,"-","-","-","-"
1166,"1166_17","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","U.S. Troops Stationed Abroad",0,"-","-","-","-"
1166,"1166_18","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. Mr. President, I would like to ask you about some of the matters which concern mutual suspicion and distrust. And you indicated at your speech at the United Nations that the U.S. does not have troops in other countries, has not occupied other countries, but there are 550,000 troops, military personnel, outside of the United States; in 32 countries, there are 1,500 military bases. So, one can see in this way which country it is that has become surrounded. And you have agreed that the Soviet Union has the right to look out for the interest of its security. And it is inevitable that the Soviet Union must worry about these bases, which are around it. The Soviet Union, in turn, has not done the same. So, how do you in this respect anticipate to create this balance of security, which you have spoken about?",0,"-","-","-","-"
1166,"1166_19","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. Well, I can't respond to your exact numbers there that you've given. I don't have them right at my fingertips as to what they are, but we're talking about two different things. We're talking about occupying a country with foreign troops, such as we see the Soviet Union doing in Afghanistan, and there are other places, too—Angola, South Yemen, Ethiopia.",0,"-","-","-","-"
1166,"1166_20","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Yes, we have troops in bases. The bulk of those would be in the NATO forces, the alliance in Europe along the NATO line, there in response to even superior numbers of Warsaw Pact troops that are aligned against them. And the United States, as one of the members of the alliance, contributes troops to that NATO force. The same is true in Korea in which, at the invitation of the South Korean Government, we have troops to help them there because of the demilitarized zone and the threatening nature of North Korea, which attacked them without warning. And that was not an American war, even though we provided the most of the men; that war was fought under the flag of the United Nations. The United Nations found North Korea guilty of aggression in violation of the charter of the U.N. And finally, South Korea was defended, and the North Koreans were defeated, but they still have maintained a sizable, threatening offensive force. Other places-we have bases in the far Pacific; we've had them for many years in the Philippines. We lease those; those are bases we rent. In fact, we even have a base that is leased on Cuba, that was there long before there was a Castro in Cuba, a naval base.",1,"-","-","-","-"
1166,"1166_21","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","But this, I think, is a far cry from occupying other countries, including the nations in the Warsaw Pact. They never were allowed the self-determination that was agreed to in the Yalta treaty—the end of World War II. So, I think my statement still goes: that there is a difference in occupation and a difference in having bases where they are there in a noncombat situation, and many where they are requested by the parent country.",0,"-","-","-","-"
1166,"1166_22","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Guantanamo Bay Naval Base",0,"-","-","-","-"
1166,"1166_23","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. If there's a referendum and the Cuban people decide that the base at Guantanamo should be evacuated, would it be evacuated?",0,"-","-","-","-"
1166,"1166_24","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. No, because the lease for that was made many years ago, and it still has many years to run, and we're perfectly legal in our right to be there. It is fenced off; there is no contact with the people or the main island of Cuba at all.",0,"-","-","-","-"
1166,"1166_25","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","U.S. Foreign Policy",0,"-","-","-","-"
1166,"1166_26","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","Q. Mr. President, you have mentioned Afghanistan. I would like to say that in Afghanistan, Soviet troops are there at the invitation of the Afghan Government to defend the Afghan revolution against the incursions of forces from abroad that are funded and supported by the United States. In the United Nations and in your written replies to our questions, you have indicated that the United States has not attempted to use force but has fostered the process of democracy by peaceful means. Now, how does this reply fit in with the use of force by the United States in many countries abroad, beginning with Vietnam, where seven million tons of weapons were dropped—seven million tons more than were in the Second World War, and, also, Grenada? I ask this not to dwell on the past, but simply to clarify this issue.",0,"-","-","-","-"
1166,"1166_27","Remarks in an Interview With Representatives of Soviet News Organizations, Together With Written Responses to Questions ","Ronald Reagan","October 31, 1985","Press, Interviews, Presidential","The President. And it can be clarified, yes. First of all, with regard to Afghanistan, the government which invited the Soviet troops in didn't have any choice because the government was put there by the Soviet Union and put there with the force of arms to guarantee. And in fact, the man who was the head of that government is the second choice. The first one wasn't satisfactory to the Soviet Union, and they came in with armed forces and threw him out and installed their second choice, who continues to be the governor. Now, there are no outside forces fighting in there. But, as a matter of fact, I think there are some things that, if they were more widely known, would shock everyone worldwide. For example, one of the weapons being used against the people of Afghanistan consists of toys—dolls, little toy trucks, things that are appealing to children. They're scattered in the air, but when the children pick them up, their hands are blown off. They are what we call booby-traps; they're like land mines. This is hardly consistent with the kind of armed warfare that has occurred between nations.",0,"-","-","-","-"
