UID,PID,title,speaker,date,categories,text,keyword_binary,relevance_1,sentiment_1,confidence_1,notes_1,relevance_2,sentiment_2,confidence_2,notes_2
108,108_30,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","For example, take their opposition to the federal power program. During the last 20 years the New Deal and the Fair Deal have helped develop the water resources, of the country for the generation of low-cost electric power. The outstanding example, perhaps, is the Tennessee Valley Authority. These developments have taken place in almost every section of the country--except New England. And whenever they have occurred, they have increased the prosperity of that region.",0,-,-,-,-,0,-,H,-
108,108_31,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Now, I have been advocating, ever since I have been President, the establishment of power pools in all the sections of the country. We have a great power pool in the Northwest. We have a great power pool in the Southeast, including the Tennessee Valley Authority. We have a great power pool in the Southwest, with the Colorado River. We have a great power pool in the center of the country, beginning with the Denison Dam on the Red River between Texas and Oklahoma. You have dams that have been built in the northeast corner of Arkansas, the northwest corner of Arkansas, and the northeast corner of Oklahoma. In all those places where we have cheap power, the industrial development has been tremendous.",0,-,-,-,-,0,-,H,-
108,108_32,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Now, I have been endeavoring, ever since I have been President, to get you a power pool up here in New England that would do the same thing for you, and I have had the complete opposition of the power trust in this part of the country, and the railroads. They don't want the St. Lawrence Seaway and the Bay of Fundy project built, which would put you on exactly the same basis as these other great places.",0,-,-,-,-,0,-,H,-
108,108_33,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Now the Republican Party, in obedience to the wishes of the private power lobby, has joined the opposition. Let us see how that affects you. They tell me you have a splendid publicly-owned electric system here in Taunton, and I am delighted to hear that. But in Massachusetts, wholesale power for public systems like yours costs twice as much as it does in areas where public power is available under federal river basin programs. The result is that you are at a competitive disadvantage, and industries go to other parts of the country. If New England is to prosper as it should, you people will have to see to it that your power resources are fully developed in the public interest. But you had better not depend on the Republicans to help you in this effort. They are still working with the private power lobby to cripple the federal power programs we already have.",0,-,-,-,-,0,-,H,-
108,108_34,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Now, to cover up that record of opposition, the Republican candidate for President, and their other campaign orators, go around the country shouting slogans and scare words about """"creeping socialism"""" and """"the philosophy of the left."""" Now I don't know what """"the philosophy of the left"""" means. If it means for the welfare of the country, I am for it.",0,-,-,-,-,0,-,H,-
108,108_35,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Well, the American people are much smarter than the Republicans think. The American people won't go for the Republican plan of working 3 years and 11 months with the special interests, and then coming out at election time to tell the people how much they love them. That is what they have done every time.",0,-,-,-,-,0,-,H,-
108,108_36,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","All you people have to do is just study the record. These fellows just try to cut your throats every year for 3 years and 11 months, and then they come out and tell you how much they think of you, and what they will do for you. Then they will go back and cut your throat again, if you send them to the Congress or the Presidency.",0,-,-,-,-,0,-,H,-
108,108_37,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","It is your business that is at stake. It is your welfare that is at stake. The only reason I am going around over the country, doing what I am, is to be sure that you understand just exactly what is before the country.",0,-,-,-,-,0,-,H,-
108,108_38,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","They will cover up. They don't want to discuss the issues. They want to talk about extraneous things that have no bearing on what is going to happen in the next 4 years, because they will do anything on earth to get votes and get into power.",0,-,-,-,-,0,-,H,-
108,108_39,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Be sure to use your judgment. If you study the record, use your head and think about what this election means. It is the most important election, in my opinion, since the Civil War.",0,-,-,-,-,0,-,H,-
108,108_40,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Your interests are at stake. This great Republic's interests are at stake, and the welfare of the free world is at stake. If you go home and pray over these things, and study them, I will have done my duty in awakening you to the fact that if you are interested in the welfare of the world, the welfare of this Nation, and your own welfare, you can't do anything else but send Adlai Stevenson to the White House, and we will have 4 more years of good government.",0,-,-,-,-,0,-,H,-
108,108_41,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","[3.] FALL RIVER, MASSACHUSETTS (South Park, 10:12 a.m.)",0,-,-,-,-,NP,-,-,-
108,108_42,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Mr. Chairman, Governor Dever, distinguished candidates for office in Massachusetts, and ladies and gentlemen:",0,-,-,-,-,0,-,H,-
108,108_43,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","I tell you I enjoyed my visit with you 4 years ago, and I am happy to stop here again. I can't tell you how very much I appreciated what this city of fall River did for the President of the United States in the way of a majority in 1948--and I want you to repeat it for my successor, Adlai Stevenson.",0,-,-,-,-,0,-,H,-
108,108_44,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","This time I am out working for the Democratic ticket, and not for myself. I think you can be proud of the Democratic slate here in Massachusetts. You couldn't get a better Senator than Jack Kennedy. He has had experience in the House. He will give you service that you will be proud of. For Congress in this 9th District, James O'Neill. For Congress, in the 14th District, Edward f. Doolan, who I understand is a native of fall River--you probably know more about him than I do. But he looks all right to me.",0,-,-,-,-,0,-,H,-
108,108_45,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","For Governor, my good friend Paul Dever, who needs no recommendation from me, because he has got a reputation of his own up here. He is a good Governor, and I know you are going to put him back.",0,-,-,-,-,0,-,H,-
108,108_46,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Now, our candidate for President is one of the finest men in public life in this generation-Adlai Stevenson. He has proved his talents in civilian administration as Governor of Illinois. He is a man of honor and integrity. He has been telling the straight truth to the people, and that is how it should be. He stands on the Democratic platform, and he stands on the Democratic platform in Virginia as well as in Missouri, New York, and New England. You will find him preaching the gospel of a government of and by and for the people. The fellow on the other side has a set of stories for every State in the Union, and tells them where he thinks he can get votes. But I know you are not going to be fooled by that sort of tactics.",0,-,-,-,-,0,-,H,-
108,108_47,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Four years ago I told you about the Republican record of opposition to almost every program in the interest of the people. Well, the Republicans haven't reformed since then. They are still voting against the accomplishments of the New Deal and the fair Deal. The only difference is that this year the Republicans have a great military hero as their candidate, and they hope his reputation will cover up their own terrible record.",0,-,-,-,-,0,-,H,-
108,108_48,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","The Republican candidate for President has been traveling around the country with a big sign on the back of his train which says, """"Look ahead, neighbor."""" I have never been quite sure what those three little words are supposed to mean, but I know what the sign ought to say, it ought to say """"Look out, neighbor."""" Because if the Republicans get into power, you are really going to be in for a lot of trouble.",0,-,-,-,-,0,-,H,-
108,108_49,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Do you want to hold on to your job and earn a decent living wage? Well, you had better look out for these Republicans. The Republicans gave you the Taft-Hartley Act--the law that has made it harder for unions to organize. As a result, wages in nonunion parts of the country have been kept down below those paid here, and as you well know, this has made it very attractive for textile companies to move out of New England.",0,-,-,-,-,0,-,H,-
108,108_50,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Are you drawing social security benefits? Or have you ever received an unemployment compensation check? Well, you had better look out, neighbor. If you want to keep on having these things, then you had better look out.",0,-,-,-,-,0,-,H,-
108,108_51,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Now the Republicans as a class have always been against social security, but I see the Republican candidate for President, after he got out of Chicago, he is coming out for it over here in New Jersey, and that is a good thing because it shows we are right.",0,-,-,-,-,0,-,H,-
108,108_52,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","The Republicans have opposed these programs every chance they could. Just last spring, two-thirds of the Republican Congressmen tried to block the increase in social security insurance benefits--the increase many of you received in your social security checks this very month.",0,-,-,-,-,0,-,H,-
108,108_53,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","Do you want to get cheaper power in New England to attract new industries? Well, you had better support the people who have always been for that sort of power. All my time in Congress, from January 3, 1935, through the end of my term as President of the United States, I have been fighting for a power pool for New England. One of the first votes I cast in the Senate was for the St. Lawrence Seaway project.",0,-,-,-,-,0,,H,-
108,108_54,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","The Republicans have been working for years now, with the private power lobby, to kill or cripple almost every federal and State program to develop low-cost public power. So, if you want any suggestions about where to look in this election year, you owe it to yourself to spend some time looking at the voting record of both parties.",0,-,-,-,-,0,-,H,-
108,108_55,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","The only way you can intelligently vote, the only way you can get into this campaign and find out just exactly what it means, is to take what I am telling you and study it. I am not out here to tell you what to do. I am out here telling you what is proper for your own welfare and interest. And all you need do is to know the facts. If you know the facts, and if you know the issues, and if you know what your own interest amounts to, if you know what the welfare of the country amounts to, if you are interested in the free world instead of a slave world, you can't do anything else but go to the polls on November the 4th--and send Adlai Stevenson to the White House, and we will have 4 more years of good government.",0,-,-,-,-,0,-,H,-
108,108_56,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","[4.] PROVIDENCE, RHODE ISLAND (Address, City Hall, 11:35 a.m., see Item 299)",0,-,-,-,-,NP,-,-,-
108,108_57,"Rear Platform and Other Informal Remarks in Massachusetts, Rhode Island, Connecticut, and New York.",Harry S. Truman,"October 18, 1952","Miscellaneous, Miscellaneous Remarks, Presidential","[5.] WESTERLY, RHODE ISLAND (Rear platform, 12:50 p.m.)",0,-,-,-,-,NP,-,-,-
